,0.0,0.25,0.5,0.75,1.0,1.25,1.5,1.75,2.0,2.25,2.5,2.75,3.0,3.25,3.5,3.75,4.0,4.25,4.5,4.75,5.0,5.25,5.5,5.75,6.0,6.25,6.5,6.75,7.0,7.25,7.5,7.75,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0,10.25,10.5,10.75,11.0,11.25,11.5,11.75,12.0,12.25,12.5,12.75,13.0,13.25,13.5,13.75,14.0,14.25,14.5,14.75,15.0,15.25,15.5,15.75,16.0,16.25,16.5,16.75,17.0,17.25,17.5,17.75,18.0,18.25,18.5,18.75,19.0,19.25,19.5,19.75,20.0,20.25,20.5,20.75,21.0,21.25,21.5,21.75,22.0,22.25,22.5,22.75,23.0,23.25,23.5,23.75,24.0,24.25,24.5,24.75,25.0
0.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,50.157126143999996,45.026873856,45.0,45.0,45.0,45.0,45.0,45.0,45.0,76.535622144,80.280377856,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.001,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,55.104216528456135,45.26375783036782,45.000025641176045,45.0,45.0,45.0,45.0,45.0,45.0,73.0436084791471,78.93380942309456,80.68408588350977,80.97049621424857,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.002,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,59.66401365961187,45.88708531788092,45.00090102239861,45.000000000108614,45.0,45.0,45.0,45.0,45.0,70.24081229846698,77.32666534393371,80.0699426565242,80.83087790755293,80.9809248009908,80.99877699253136,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.003,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,63.71556368088759,47.01261231396816,45.007823980535875,45.000000024608376,45.0,45.0,45.0,45.0,45.0,67.94321774345858,75.652528764731,79.22526729673775,80.54276033288573,80.91314240468873,80.98817578346572,80.9989583936126,80.99994928041987,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.004,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,67.20096674716525,48.681939941354045,45.03709227244029,45.00000103904039,45.0,45.0,45.0,45.0,45.0,66.02645311951231,74.01089501252278,78.2242603136682,80.10115207601582,80.77033725127333,80.95450540105931,80.99319459775326,80.99925792871866,80.99994640291705,80.99999789655926,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.005,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,70.11783548874618,50.862930807482414,45.123216176689624,45.00001752708171,45.00000000000006,45.0,45.0,45.0,45.0,64.40361545713981,72.45009775670813,77.13078194675353,79.52166034031636,80.53598136604407,80.88215669798211,80.97606690324415,80.99616037053279,80.9995252526728,80.9999566499395,80.99999734590064,80.99999991276611,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.006,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,72.5038435588714,53.46177452010884,45.322217039714914,45.00016488129562,45.00000000000923,45.0,45.0,45.0,45.0,63.01223371679635,70.99075619046663,75.9940820310536,78.82971789301135,80.20444587779387,80.75712534527884,80.9387735167962,80.98732489437121,80.9978628894053,80.99971076191153,80.99996942247117,80.99999759222037,80.99999987204137,80.99999999638223,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.007,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,74.41991012724661,56.343074847954384,45.707984452262224,45.00103057197242,45.00000000056435,45.0,45.0,45.0,45.0,61.80628966415725,69.63864738618288,74.84969117214852,78.0533172099649,79.77919036385939,80.5693503372974,80.87175269327071,80.9678809791804,80.99325492517004,80.99881831737538,80.99982902418216,80.99997992048306,80.99999814174652,80.99999987118,80.99999999395145,80.99999999984996,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
0.008,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,75.93619112823765,59.35371174406622,46.361346959516624,45.00475015108192,45.000000017097584,45.0,45.0,45.0,45.0,60.751159067867846,68.39180808087256,73.72196373548019,77.21885094725494,79.26991211417828,80.31366288495343,80.76614351277158,80.93183905498253,80.98302922230887,80.99639543640791,80.99934917159092,80.9999008054517,80.99998739174677,80.9999986891543,80.99999989196179,80.99999999330424,80.99999999971838,80.99999999999378,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
